issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_link_1,society_organization_link_2,society_organization_3,society_organization_link_3,twitter_url,wikidata_url
0265-2048,Journal of microencapsulation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=imnc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=imnc20,,https://www.tandfonline.com/toc/imnc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15708887
2163-5781,Military behavioral health,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=umbh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=umbh20,,https://www.tandfonline.com/toc/umbh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27725126
0278-0895,Nondestructive testing communications,,,,,https://www.tandfonline.com/toc/gnte19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96719519
2474-9508,"Geology, ecology, and landscapes",,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tgel20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tgel20,,https://www.tandfonline.com/toc/tgel20/current,,,,,,,,,https://www.wikidata.org/wiki/Q73908328
1745-1000,Marine biology research,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=smar20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=smar20,,https://www.tandfonline.com/toc/smar20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15755817
1025-6016,Isotopes in environmental and health studies,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gieh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gieh20,,https://www.tandfonline.com/toc/gieh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15762133
1072-0162,Sexual addiction & compulsivity,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=usac20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=usac20,,https://www.tandfonline.com/toc/usac20/current,,Society for the Advancement of Sexual Health,,http://sash.net/,,,,,https://www.wikidata.org/wiki/Q15708898
1354-9839,Local environment,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cloe20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=cloe20,,https://www.tandfonline.com/toc/cloe20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15716608
0009-4560,Chinese education,,,,,,,,,,,,,,
1536-2426,Advances in the history of rhetoric,Journal for the History of Rhetoric,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uahr21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=uahr21,,https://www.tandfonline.com/toc/uahr21/current,,American Society for the History of Rhetoric,,http://www.ashr.org/,,,,,https://www.wikidata.org/wiki/Q96710320
1547-5778,Journal of transnational management,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wtnm20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wtnm20,,https://www.tandfonline.com/toc/wtnm20/current,,International Management Development Association,,http://www.imda.cc/,,,,,https://www.wikidata.org/wiki/Q15754626
2159-9173,East European politics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=fjcs21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=fjcs21,,https://www.tandfonline.com/toc/fjcs21/current,,,,,,,,https://twitter.com/EEPolitics,https://www.wikidata.org/wiki/Q29259847
1529-8663,AIHAJ,AIHAJ - American Industrial Hygiene Association,,,,https://www.tandfonline.com/toc/uaah20/current,,,,,,,,,https://www.wikidata.org/wiki/Q27714666
2155-286X,Accounting history review,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rabf21,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rabf21,,https://www.tandfonline.com/toc/rabf21/current,,,,,,,,,https://www.wikidata.org/wiki/Q15817140
0022-4545,The Journal of social psychology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=vsoc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=vsoc20,,https://www.tandfonline.com/toc/vsoc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q6295933
2000-9666,Journal of community hospital internal medicine perpectives,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=zjch20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=zjch20,,https://www.tandfonline.com/toc/zjch20/current,,Greater Baltimore Medical Center,,http://www.gbmc.org/,,,,https://twitter.com/jnlofchimp,https://www.wikidata.org/wiki/Q27724873
0163-9374,Cataloging & classification quarterly,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=wccq20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=wccq20,,https://www.tandfonline.com/toc/wccq20/current,,,,,,,,,https://www.wikidata.org/wiki/Q5051313
1468-0629,Road materials and pavement design,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=trmp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=trmp20,,https://www.tandfonline.com/toc/trmp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15758308
0360-1277,Educational gerontology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=uedg20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=uedg20,,https://www.tandfonline.com/toc/uedg20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15767462
1389-224X,The journal of agricultural education and extension,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=raee20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=raee20,https://www.facebook.com/The-Journal-of-Agricultural-Education-and-Extension-531145460241429/,https://www.tandfonline.com/toc/raee20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15754120
1449-0854,History Australia,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=raha20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=raha20,,https://www.tandfonline.com/toc/raha20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15751353
1385-4046,"Neuropsychology, development, and cognition",,,,,,,,,,,,,,
0731-177X,Communications in statistics,Communications in Statistics - Simulation and Computation,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=lssp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lssp20,,https://www.tandfonline.com/toc/lssp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q5154215
0196-1772,Sulfur reports,Journal of Sulfur Chemistry,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gsrp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=gsrp20,,https://www.tandfonline.com/toc/gsrp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q3186945
0736-6299,Solvent extraction and ion exchange,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=lsei20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lsei20,,https://www.tandfonline.com/toc/lsei20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15761692
0043-8243,World Archaeology,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rwar20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rwar20,,https://www.tandfonline.com/toc/rwar20/current,,,,,,,,,https://www.wikidata.org/wiki/Q8035362
0739-1102,Journal of biomolecular structure & dynamics,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tbsd20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tbsd20,,https://www.tandfonline.com/toc/tbsd20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15754747
1941-5532,Effective education,,,,,https://www.tandfonline.com/toc/refe20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15816699
1096-7494,International public management journal,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=upmj20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=upmj20,,https://www.tandfonline.com/toc/upmj20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15763014
0228-6203,International journal of modelling & simulation,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=tjms20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=tjms20,,https://www.tandfonline.com/toc/tjms20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15761913
1598-0634,International Journal of Tourism Sciences,,,,,https://www.tandfonline.com/toc/rijt20/current,,,,,,,,,https://www.wikidata.org/wiki/Q6051612
0738-0577,Occupational therapy in health care,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iohc20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=iohc20,,https://www.tandfonline.com/toc/iohc20/current,,,,,,,,,https://www.wikidata.org/wiki/Q7075794
0047-2719,The Journal of popular film,,,,,https://www.tandfonline.com/toc/vzpf20/current,,,,,,,,,https://www.wikidata.org/wiki/Q96721309
0033-2925,Psychological perspectives,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=upyp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=upyp20,,https://www.tandfonline.com/toc/upyp20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15817177
0891-3811,Critical review,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcri20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcri20,,https://www.tandfonline.com/toc/rcri20/current,,Critical Review Foundation Inc,,http://www.criticalreview.com/,,,,,https://www.wikidata.org/wiki/Q406194
0013-1881,Educational research,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rere20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rere20,,https://www.tandfonline.com/toc/rere20/current,,National Foundation for Educational Research (NFER),,http://www.nfer.ac.uk/,,,,,https://www.wikidata.org/wiki/Q15755855
0084-5566,Zoning digest,Planning & Environmental Law,,,,,,,,,,,,,
0885-3126,Journal of projective techniques,Journal of Personality Assessment,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=hjpa20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=hjpa20,,https://www.tandfonline.com/toc/hjpa20/current,,Society for Personality Assessment,,http://www.personality.org/,,,,,https://www.wikidata.org/wiki/Q6295742
0022-1589,Journal of horticultural science,The Journal of Horticultural Science and Biotechnology,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=thsb20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=thsb20,https://www.facebook.com/journaljhsb/,https://www.tandfonline.com/toc/thsb20/current,,,,,,,,https://twitter.com/Jhortscib,https://www.wikidata.org/wiki/Q15759483
0090-3272,Communications in statistics,Communications in Statistics - Simulation and Computation,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=lssp20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=lssp20,,https://www.tandfonline.com/toc/lssp20/current,,,,,,,,https://twitter.com/commstats?lang=en,https://www.wikidata.org/wiki/Q15749940
0361-8269,The Southern speech communication journal,,,,,https://www.tandfonline.com/toc/rsjc19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96732197
2326-716X,Journal of counselor leadership and advocacy,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ucla20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ucla20,,https://www.tandfonline.com/toc/ucla20/current,,,,,,,,,https://www.wikidata.org/wiki/Q53977425
1571-5124,International journal of river basin management,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=trbm20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=trbm20,,https://www.tandfonline.com/toc/trbm20/current,,"IAHR, INBO and IAHS.",,http://www.iahr.org/,,,,,https://www.wikidata.org/wiki/Q15734653
0898-6053,The Journal of cancer program management,,,,,https://www.tandfonline.com/toc/uacc19/current,,,,,,,,,https://www.wikidata.org/wiki/Q96736160
1463-9947,Contemporary Buddhism,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=rcbh20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=rcbh20,,https://www.tandfonline.com/toc/rcbh20/current,,,,,,,,,https://www.wikidata.org/wiki/Q15757806
1090-1027,Journal of early childhood teacher education,,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ujec20,https://www.tandfonline.com/action/journalInformation?show=editorialBoard&journalCode=ujec20,,https://www.tandfonline.com/toc/ujec20/current,,National Association of Early Childhood Teacher Educators,,http://www.naecte.org/,,,,,https://www.wikidata.org/wiki/Q15767176
