issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url
"[""1804-3194""]",Cyber Orient,,https://anthrosource.onlinelibrary.wiley.com/hub/journal/18043194/about/author-guidelines,https://anthrosource.onlinelibrary.wiley.com/hub/journal/18043194/editorial-board,,https://anthrosource.onlinelibrary.wiley.com/journal/18043194,,,,,,,,,
"[""1542-474X"", ""1082-720X""]",Annals of noninvasive electrocardiology,,https://onlinelibrary.wiley.com/page/journal/1542474x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1542474x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1542474x,,,,,,,,,https://www.wikidata.org/wiki/Q2354750
"[""1891-1803""]",Campbell systematic reviews,,https://onlinelibrary.wiley.com/page/journal/18911803/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/18911803/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/18911803,,The Campbell Collaboration,,,https://www.campbellcollaboration.org/,,,,https://www.wikidata.org/wiki/Q15752488
"[""1542-4863"", ""0007-9235""]",CA,CA: A Cancer Journal for Clinicians,https://acsjournals.onlinelibrary.wiley.com/hub/journal/15424863/homepage/forauthors.html,https://acsjournals.onlinelibrary.wiley.com/hub/journal/15424863/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15424863,,,,,,,,,https://www.wikidata.org/wiki/Q326141
"[""1940-3372""]",The plant genome,,https://www.crops.org/publications/journals/author-resources/,https://acsess.onlinelibrary.wiley.com/journal/19403372/editorial-board/editorial-board,,https://acsess.onlinelibrary.wiley.com/journal/19403372,,Crop Science Society of America,,,https://www.crops.org/,,,https://twitter.com/plantgenome,https://www.wikidata.org/wiki/Q106468610
"[""1942-2466""]",Journal of advances in modeling earth systems,,https://publications.agu.org/author-resource-center,https://agupubs.onlinelibrary.wiley.com/hub/journal/19422466/editorial-board/editorial-board,,https://agupubs.onlinelibrary.wiley.com/journal/19422466,,,,,,,,,https://www.wikidata.org/wiki/Q15814337
"[""1545-5300"", ""0014-7370""]",Family process,,https://onlinelibrary.wiley.com/page/journal/15455300/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15455300/homepage/editorialboard.html,https://www.facebook.com/FamilyProcess/,https://onlinelibrary.wiley.com/journal/15455300,,Family Process Institute,,,https://www.familyprocess.org/,,,https://twitter.com/FamilyProcess,https://www.wikidata.org/wiki/Q5433226
"[""1942-5120""]",Marine and coastal fisheries,,https://afspubs.onlinelibrary.wiley.com/hub/journal/19425120/homepage/forauthors,https://afspubs.onlinelibrary.wiley.com/hub/journal/19425120/homepage/editorialboard,,https://afspubs.onlinelibrary.wiley.com/journal/19425120,,American Fisheries Society,,,https://fisheries.org,,,,https://www.wikidata.org/wiki/Q15751503
"[""1547-5905"", ""0001-1541""]",AIChE journal,,https://aiche.onlinelibrary.wiley.com/hub/journal/15475905/homepage/forauthors.html,https://aiche.onlinelibrary.wiley.com/hub/journal/15475905/homepage/editorialboard.html,,https://aiche.onlinelibrary.wiley.com/journal/15475905,,,,,,,,,https://www.wikidata.org/wiki/Q15753322
"[""1948-3430""]",Current protocols essential laboratory techniques,,https://currentprotocols.onlinelibrary.wiley.com/hub/authorguidelines,https://currentprotocols.onlinelibrary.wiley.com/hub/editorial-board,,https://currentprotocols.onlinelibrary.wiley.com/journal/19483430,,,,,,,,,https://www.wikidata.org/wiki/Q27727318
"[""1557-203X"", ""1557-2021""]",The Latin Americanist,,https://onlinelibrary.wiley.com/page/journal/1557203x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1557203x/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/1557203x,,,,,,,,,https://www.wikidata.org/wiki/Q15764149
"[""2001-1326""]",Clinical and translational medicine,,https://onlinelibrary.wiley.com/page/journal/20011326/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/20011326/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/20011326,,,,,,,,,https://www.wikidata.org/wiki/Q27724586
"[""2001-3078""]",Journal of extracellular vesicles,,https://onlinelibrary.wiley.com/page/journal/20013078/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/20013078/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/20013078,,International Society for Extracellular Vesicles,,,https://www.isev.org/,,,https://twitter.com/isev_jev,https://www.wikidata.org/wiki/Q27724974
"[""1559-8918"", ""1559-890X""]",Conference proceedings,Ethnographic Praxis in Industry Conference Proceedings,https://anthrosource.onlinelibrary.wiley.com/hub/journal/15598918/about/author-guidelines,https://www.wikidata.org/wiki/Q27723450,,https://onlinelibrary.wiley.com/journal/15598918,,,,,,,,,
"[""2045-7022""]",Clinical and translational allergy,,https://onlinelibrary.wiley.com/page/journal/20457022/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/20457022/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/20457022,,The European Academy of Allergy and Clinical Immunology,,,http://www.eaaci.org/,,,,https://www.wikidata.org/wiki/Q27724017
"[""1561-5502"", ""2414-2603""]",World migration report ...,,https://onlinelibrary.wiley.com/page/journal/15615502/homepage/author-guidelines,https://onlinelibrary.wiley.com/page/journal/15615502/homepage/editorial-board,,https://onlinelibrary.wiley.com/journal/15615502,,,,,,,,,https://www.wikidata.org/wiki/Q84850635
"[""2045-7634""]",Cancer medicine,,https://onlinelibrary.wiley.com/page/journal/20457634/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20457634/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20457634,,,,,,,,,https://www.wikidata.org/wiki/Q27724564
"[""1582-1838"", ""1582-4934""]",Journal of Cellular and Molecular Medicine,,https://onlinelibrary.wiley.com/page/journal/15824934/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15824934/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15824934,https://www.linkedin.com/company/journal-of-cellular-and-molecular-medicine/about/,,,,,,,,https://www.wikidata.org/wiki/Q1524063
"[""1600-0390"", ""0065-101X""]",Acta archaeologica,,,,,https://onlinelibrary.wiley.com/journal/16000390,,,,,,,,,https://www.wikidata.org/wiki/Q4676717
"[""2045-7758""]",Ecology and evolution,,https://onlinelibrary.wiley.com/page/journal/20457758/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20457758/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20457758,,British Ecological Society,European Society for Evolutionary Biology (ESEB),The Society for the Study of Evolution (SSE),https://www.britishecologicalsociety.org/,https://eseb.org/,http://www.evolutionsociety.org/,https://twitter.com/ecol_evol,https://www.wikidata.org/wiki/Q22080790
"[""1600-0587"", ""0906-7590""]",Ecography,,https://onlinelibrary.wiley.comhttp://www.ecography.org/authors/author-guidelines,https://onlinelibrary.wiley.comhttp://www.ecography.org/about-journal/editorial-board,https://www.facebook.com/ecographyjourna/,https://onlinelibrary.wiley.com/journal/16000587,,Oikos Editorial Office,,,http://www.oikosoffice.org/,,,https://twitter.com/ecographyjourna,https://www.wikidata.org/wiki/Q1259516
"[""2045-8827""]",MicrobiologyOpen,,https://onlinelibrary.wiley.com/page/journal/20458827/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20458827/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20458827,,,,,,,,https://twitter.com/microbiologyoa,https://www.wikidata.org/wiki/Q27724394
"[""1618-0240"", ""1618-2863""]",Engineering in life sciences,,https://onlinelibrary.wiley.com/page/journal/16182863/homepage/2031_authors.html,https://onlinelibrary.wiley.com/page/journal/16182863/homepage/2031_edbd.html,,https://onlinelibrary.wiley.com/journal/16182863,,,,,,,,,https://www.wikidata.org/wiki/Q15752832
"[""2046-2484""]",Clinical liver disease,,https://aasldpubs.onlinelibrary.wiley.com/hub/journal/20462484/about/author-guidelines,https://aasldpubs.onlinelibrary.wiley.com/hub/journal/20462484/editorial-board/editorial-board,,https://aasldpubs.onlinelibrary.wiley.com/journal/20462484,,,,,,,,https://twitter.com/cld_learning,https://www.wikidata.org/wiki/Q27726171
"[""1723-8617"", ""2051-5545""]",World Psychiatry,,https://onlinelibrary.wiley.com/page/journal/20515545/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20515545/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20515545,,World Psychiatric Association,,,http://www.wpanet.org/,,,,https://www.wikidata.org/wiki/Q8036083
"[""2048-3694""]",Food and energy security,,https://onlinelibrary.wiley.com/page/journal/20483694/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20483694/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20483694,,,,,,,,https://twitter.com/foodenergysec,https://www.wikidata.org/wiki/Q27727635
"[""1740-4754"", ""1740-4762""]",European management review,,https://onlinelibrary.wiley.com/page/journal/17404762/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17404762/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17404762,,The European Academy of Management (EURAM),,,https://euram.academy/,,,,https://www.wikidata.org/wiki/Q5412794
"[""2048-7177""]",Food science & nutrition,,https://onlinelibrary.wiley.com/page/journal/20487177/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20487177/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20487177,,Institute of Food Technologists,Society of Chemical Industry,Institute of Food Science & Technology,https://www.ift.org/,https://www.soci.org/,https://www.ifst.org/,,https://www.wikidata.org/wiki/Q27725099
"[""1740-8709"", ""1740-8695""]",Maternal and child nutrition,,https://onlinelibrary.wiley.com/page/journal/17408709/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17408709/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17408709,,,,,,,,,https://www.wikidata.org/wiki/Q15756374
"[""2049-6060""]",Geoscience data journal,,https://rmets.onlinelibrary.wiley.com/hub/journal/20496060/about/author-guidelines,https://rmets.onlinelibrary.wiley.com/hub/journal/20496060/editorial-board/editorial-board,,https://rmets.onlinelibrary.wiley.com/journal/20496060,,,,,,,,,https://www.wikidata.org/wiki/Q50640919
"[""1741-3729"", ""0197-6664""]",Family relations,,https://onlinelibrary.wiley.com/page/journal/17413729/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17413729/homepage/editorialboard.html,https://www.facebook.com/familyrelations/,https://onlinelibrary.wiley.com/journal/17413729,,National Council on Family Relations,,,http://www.ncfr.org/,,,,https://www.wikidata.org/wiki/Q5433232
"[""2050-0068""]",Clinical & translational immunology,,https://onlinelibrary.wiley.com/page/journal/20500068/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20500068/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20500068,,Australian and New Zealand Society for Immunology Incorporated,,,http://www.immunology.org.au/,,,https://twitter.com/clintransimmuno,https://www.wikidata.org/wiki/Q27725955
"[""1742-3341"", ""1556-9187""]",International journal of applied psychoanalytic studies,,https://onlinelibrary.wiley.com/page/journal/15569187/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/15569187/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/15569187,,,,,,,,,https://www.wikidata.org/wiki/Q15763321
"[""2050-0505""]",Energy science & engineering,,https://onlinelibrary.wiley.com/page/journal/20500505/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20500505/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20500505,,,,,,,,,https://www.wikidata.org/wiki/Q50815269
"[""1742-4801"", ""1742-481X""]",International wound journal,,https://onlinelibrary.wiley.com/page/journal/1742481x/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/1742481x/homepage/editorialboard.html,https://www.facebook.com/International-Wound-Journal-101778201613982/,https://onlinelibrary.wiley.com/journal/1742481x,,,,,,,,https://twitter.com/intwoundjournal,https://www.wikidata.org/wiki/Q15756946
"[""2050-0904""]",Clinical case reports,,https://onlinelibrary.wiley.com/page/journal/20500904/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20500904/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20500904,,,,,,,,,https://www.wikidata.org/wiki/Q27725160
"[""1749-7345"", ""0893-8849""]",Journal of the World Aquaculture Society,,https://onlinelibrary.wiley.com/page/journal/17497345/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17497345/homepage/editorialboard.html,https://www.facebook.com/JWrldAquaSoc/,https://onlinelibrary.wiley.com/journal/17497345,,World Aquaculture Society,,,http://www.was.org/,,,,https://www.wikidata.org/wiki/Q15756309
"[""2050-2680""]",Asia & the Pacific policy studies,,https://onlinelibrary.wiley.com/page/journal/20502680/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20502680/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20502680,,Crawford School of Public Policy,,,https://crawford.anu.edu.au/,,,,https://www.wikidata.org/wiki/Q27725352
"[""1750-2640"", ""1750-2659""]",Influenza and other respiratory viruses,,https://onlinelibrary.wiley.com/page/journal/17502659/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17502659/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17502659,,International Society for Influenza and other Respiratory Virus Diseases,,,http://www.isirv.org/site/,,,,https://www.wikidata.org/wiki/Q15765099
"[""1750-4716"", ""1750-4708""]",Negotiation and conflict management research,,https://onlinelibrary.wiley.com/page/journal/17504716/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17504716/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17504716,,International Association for Conflict Management,,,https://iafcm.org/,,,,https://www.wikidata.org/wiki/Q15754357
"[""1751-2972"", ""1751-2980""]",Journal of digestive diseases,,https://onlinelibrary.wiley.com/page/journal/17512980/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17512980/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17512980,,,,,,,,,https://www.wikidata.org/wiki/Q15757872
"[""1751-7907"", ""1751-7915""]",Microbial biotechnology,,https://sfamjournals.onlinelibrary.wiley.com/hub/journal/17517915/homepage/forauthors.html,https://sfamjournals.onlinelibrary.wiley.com/hub/journal/17517915/homepage/editorialboard.html,,https://sfamjournals.onlinelibrary.wiley.com/journal/17517915,,,,,,,,,https://www.wikidata.org/wiki/Q15766695
"[""1752-4571"", ""1752-4563""]",Evolutionary applications,,https://onlinelibrary.wiley.com/page/journal/17524571/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17524571/homepage/editorial_board.htm,,https://onlinelibrary.wiley.com/journal/17524571,,,,,,,,https://twitter.com/evolappjournal?lang=en,https://www.wikidata.org/wiki/Q15758978
"[""1752-8062"", ""1752-8054""]",Clinical and translational science,,https://ascpt.onlinelibrary.wiley.com/page/journal/17528062/guidetoauthors?,https://ascpt.onlinelibrary.wiley.com/hub/journal/17528062/editorial-board/editorial-leadership,,https://ascpt.onlinelibrary.wiley.com/journal/17528062,,,,,,,,,https://www.wikidata.org/wiki/Q5133809
"[""2050-4527""]","Immunity, inflammation and disease",,https://onlinelibrary.wiley.com/page/journal/20504527/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20504527/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20504527,,,,,,,,https://twitter.com/immunityand,https://www.wikidata.org/wiki/Q27725961
"[""2051-3380""]",Respirology case reports,,https://onlinelibrary.wiley.com/page/journal/20513380/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/20513380/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/20513380,,Asian Pacific Society of Respirology,,,http://www.apsresp.org/,,,,https://www.wikidata.org/wiki/Q27725790
"[""1753-6405"", ""1326-0200""]",Australian and New Zealand journal of public health,,https://onlinelibrary.wiley.com/page/journal/17536405/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17536405/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17536405,,Public Health Association of Australia,,,http://www.phaa.net.au/,,,https://twitter.com/anzjph,https://www.wikidata.org/wiki/Q15755417
"[""2051-817X""]",Physiological reports,,https://physoc.onlinelibrary.wiley.com/hub/journal/2051817X/about/author-guidelines,https://physoc.onlinelibrary.wiley.com/hub/journal/2051817X/editorial-board/editorial-board,,https://onlinelibrary.wiley.com/journal/2051817x,,,,,,,,,https://www.wikidata.org/wiki/Q15716763
"[""1755-5949"", ""1755-5930""]",CNS neuroscience & therapeutics,,https://onlinelibrary.wiley.com/page/journal/17555949/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17555949/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17555949,,,,,,,,,https://www.wikidata.org/wiki/Q5013184
"[""1757-1693"", ""1757-1707""]",Global change biology,GCB Bioenergy,https://onlinelibrary.wiley.com/page/journal/17571707/homepage/forauthors.html,https://onlinelibrary.wiley.com/page/journal/17571707/homepage/editorialboard.html,,https://onlinelibrary.wiley.com/journal/17571707,,,,,,,,,https://www.wikidata.org/wiki/Q19720862
